nom_cabina,country,Commons category,population,calidad_aire,codi_dtes,zqa,codi_eoi,longitud,latitud,hora_o3,calidad_o3,valor_o3,hora_no2,calidad_no2,valor_no2,hora_pm10,calidad_pm10,valor_pm10,generat,dateTime
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,17h,Bona,37 µg/m³,17h,Regular,47 µg/m³,22/06/2018 18:00,1529683503
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,18h,Bona,16 µg/m³,NA,NA,NA,22/06/2018 19:00,1529687102
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,18h,Buena,62 µg/m³,18h,Regular,94 µg/m³,18h,Regular,47 µg/m³,22/06/2018 19:00,1529687102
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,18h,Buena,75 µg/m³,18h,Bona,85 µg/m³,18h,Buena,36 µg/m³,22/06/2018 19:00,1529687102
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,78 µg/m³,18h,Bona,43 µg/m³,NA,NA,NA,22/06/2018 19:00,1529687102
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,18h,Buena,107 µg/m³,18h,Bona,12 µg/m³,18h,Buena,26 µg/m³,22/06/2018 19:00,1529687102
Les Corts,Spain,Les Corts District,81576.0,Regular,IZ,01,08019057,2.1151,41.3875,18h,Regular,113 µg/m³,18h,Bona,14 µg/m³,18h,Buena,28 µg/m³,22/06/2018 19:00,1529687102
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,18h,Bona,34 µg/m³,18h,Regular,47 µg/m³,22/06/2018 19:00,1529687102
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,19h,Bona,16 µg/m³,NA,NA,NA,22/06/2018 20:00,1529690703
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,19h,Buena,70 µg/m³,19h,Bona,77 µg/m³,19h,Regular,47 µg/m³,22/06/2018 20:00,1529690703
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,19h,Buena,75 µg/m³,19h,Bona,76 µg/m³,19h,Regular,37 µg/m³,22/06/2018 20:00,1529690703
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,19h,Buena,75 µg/m³,19h,Bona,47 µg/m³,NA,NA,NA,22/06/2018 20:00,1529690703
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,19h,Buena,103 µg/m³,19h,Bona,12 µg/m³,19h,Buena,27 µg/m³,22/06/2018 20:00,1529690703
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,19h,Buena,108 µg/m³,19h,Bona,14 µg/m³,19h,Buena,28 µg/m³,22/06/2018 20:00,1529690703
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,19h,Bona,45 µg/m³,19h,Regular,47 µg/m³,22/06/2018 20:00,1529690703
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,20h,Bona,18 µg/m³,NA,NA,NA,22/06/2018 21:00,1529694305
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,20h,Buena,70 µg/m³,20h,Bona,65 µg/m³,21h,Regular,48 µg/m³,22/06/2018 21:00,1529694305
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,20h,Buena,86 µg/m³,20h,Bona,41 µg/m³,21h,Regular,38 µg/m³,22/06/2018 21:00,1529694305
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,20h,Buena,61 µg/m³,20h,Bona,53 µg/m³,NA,NA,NA,22/06/2018 21:00,1529694305
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,20h,Buena,102 µg/m³,20h,Bona,12 µg/m³,21h,Buena,27 µg/m³,22/06/2018 21:00,1529694305
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,20h,Buena,107 µg/m³,20h,Bona,14 µg/m³,21h,Buena,29 µg/m³,22/06/2018 21:00,1529694305
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,20h,Bona,47 µg/m³,21h,Regular,46 µg/m³,22/06/2018 21:00,1529694305
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,21h,Bona,17 µg/m³,NA,NA,NA,22/06/2018 22:00,1529697902
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,20h,Buena,70 µg/m³,20h,Bona,65 µg/m³,21h,Regular,48 µg/m³,22/06/2018 22:00,1529697902
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,21h,Buena,75 µg/m³,21h,Bona,45 µg/m³,21h,Regular,38 µg/m³,22/06/2018 22:00,1529697902
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,21h,Buena,67 µg/m³,21h,Bona,35 µg/m³,NA,NA,NA,22/06/2018 22:00,1529697902
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,21h,Buena,91 µg/m³,21h,Bona,14 µg/m³,21h,Buena,27 µg/m³,22/06/2018 22:00,1529697902
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,21h,Buena,91 µg/m³,21h,Bona,19 µg/m³,21h,Buena,28 µg/m³,22/06/2018 22:00,1529697902
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,21h,Bona,31 µg/m³,21h,Regular,46 µg/m³,22/06/2018 22:00,1529697902
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,--,ID,01,08019042,2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/06/2018 23:00,1529701505
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,NA,NA,NA,NA,NA,NA,23h,Regular,49 µg/m³,22/06/2018 23:00,1529701505
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,NA,NA,NA,NA,NA,NA,23h,Regular,38 µg/m³,22/06/2018 23:00,1529701505
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,--,IL,01,08019050,2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/06/2018 23:00,1529701505
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,NA,NA,NA,NA,NA,NA,23h,Buena,27 µg/m³,22/06/2018 23:00,1529701505
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,NA,NA,NA,NA,NA,NA,23h,Buena,28 µg/m³,22/06/2018 23:00,1529701505
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,NA,NA,NA,23h,Regular,44 µg/m³,22/06/2018 23:00,1529701505
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,23h,Bona,38 µg/m³,NA,NA,NA,23/06/2018 0:00,1529705103
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,NA,NA,NA,NA,NA,NA,23h,Regular,49 µg/m³,23/06/2018 0:00,1529705103
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,23h,Buena,67 µg/m³,23h,Bona,43 µg/m³,23h,Regular,38 µg/m³,23/06/2018 0:00,1529705103
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,23h,Buena,62 µg/m³,23h,Bona,15 µg/m³,NA,NA,NA,23/06/2018 0:00,1529705103
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,23h,Buena,75 µg/m³,23h,Bona,24 µg/m³,23h,Buena,27 µg/m³,23/06/2018 0:00,1529705103
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,23h,Buena,67 µg/m³,23h,Bona,25 µg/m³,23h,Buena,28 µg/m³,23/06/2018 0:00,1529705103
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,23h,Bona,21 µg/m³,23h,Regular,43 µg/m³,23/06/2018 0:00,1529705103
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,0h,Bona,22 µg/m³,NA,NA,NA,23/06/2018 1:00,1529708705
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,0h,Buena,58 µg/m³,0h,Bona,53 µg/m³,1h,Regular,47 µg/m³,23/06/2018 1:00,1529708705
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,0h,Buena,73 µg/m³,0h,Bona,30 µg/m³,1h,Regular,38 µg/m³,23/06/2018 1:00,1529708705
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,0h,Buena,62 µg/m³,0h,Bona,19 µg/m³,NA,NA,NA,23/06/2018 1:00,1529708705
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,0h,Buena,80 µg/m³,0h,Bona,17 µg/m³,1h,Buena,26 µg/m³,23/06/2018 1:00,1529708705
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,0h,Buena,68 µg/m³,0h,Bona,20 µg/m³,1h,Buena,27 µg/m³,23/06/2018 1:00,1529708705
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,0h,Bona,18 µg/m³,1h,Regular,43 µg/m³,23/06/2018 1:00,1529708705
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,1h,Bona,22 µg/m³,NA,NA,NA,23/06/2018 2:00,1529712302
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,1h,Buena,62 µg/m³,1h,Bona,40 µg/m³,1h,Regular,46 µg/m³,23/06/2018 2:00,1529712302
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,1h,Buena,64 µg/m³,1h,Bona,40 µg/m³,1h,Regular,38 µg/m³,23/06/2018 2:00,1529712302
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,1h,Buena,48 µg/m³,1h,Bona,26 µg/m³,NA,NA,NA,23/06/2018 2:00,1529712302
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,1h,Buena,76 µg/m³,1h,Bona,18 µg/m³,1h,Buena,27 µg/m³,23/06/2018 2:00,1529712302
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,1h,Buena,56 µg/m³,1h,Bona,28 µg/m³,1h,Buena,27 µg/m³,23/06/2018 2:00,1529712302
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,1h,Bona,16 µg/m³,1h,Regular,42 µg/m³,23/06/2018 2:00,1529712302
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,2h,Bona,40 µg/m³,NA,NA,NA,23/06/2018 3:00,1529715905
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,2h,Buena,46 µg/m³,2h,Bona,55 µg/m³,3h,Regular,47 µg/m³,23/06/2018 3:00,1529715905
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,2h,Buena,61 µg/m³,2h,Bona,38 µg/m³,3h,Regular,38 µg/m³,23/06/2018 3:00,1529715905
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,2h,Buena,43 µg/m³,2h,Bona,27 µg/m³,NA,NA,NA,23/06/2018 3:00,1529715905
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,2h,Buena,70 µg/m³,2h,Bona,18 µg/m³,3h,Buena,26 µg/m³,23/06/2018 3:00,1529715905
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,2h,Buena,56 µg/m³,2h,Bona,24 µg/m³,3h,Buena,27 µg/m³,23/06/2018 3:00,1529715905
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,2h,Bona,11 µg/m³,3h,Regular,42 µg/m³,23/06/2018 3:00,1529715905
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,3h,Bona,28 µg/m³,NA,NA,NA,23/06/2018 4:00,1529719502
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,3h,Buena,53 µg/m³,3h,Bona,41 µg/m³,3h,Regular,46 µg/m³,23/06/2018 4:00,1529719502
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,3h,Buena,67 µg/m³,3h,Bona,27 µg/m³,3h,Regular,38 µg/m³,23/06/2018 4:00,1529719502
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,3h,Buena,42 µg/m³,3h,Bona,24 µg/m³,NA,NA,NA,23/06/2018 4:00,1529719502
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,3h,Buena,61 µg/m³,3h,Bona,21 µg/m³,3h,Buena,26 µg/m³,23/06/2018 4:00,1529719502
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,3h,Buena,38 µg/m³,3h,Bona,37 µg/m³,3h,Buena,27 µg/m³,23/06/2018 4:00,1529719502
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,3h,Bona,15 µg/m³,3h,Regular,41 µg/m³,23/06/2018 4:00,1529719502
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,4h,Bona,21 µg/m³,NA,NA,NA,23/06/2018 5:00,1529723105
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,4h,Buena,48 µg/m³,4h,Bona,41 µg/m³,5h,Regular,46 µg/m³,23/06/2018 5:00,1529723105
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,4h,Buena,57 µg/m³,4h,Bona,34 µg/m³,5h,Regular,38 µg/m³,23/06/2018 5:00,1529723105
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,4h,Buena,38 µg/m³,4h,Bona,24 µg/m³,NA,NA,NA,23/06/2018 5:00,1529723105
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,4h,Buena,64 µg/m³,4h,Bona,15 µg/m³,5h,Buena,27 µg/m³,23/06/2018 5:00,1529723105
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,4h,Buena,19 µg/m³,4h,Bona,34 µg/m³,5h,Buena,27 µg/m³,23/06/2018 5:00,1529723105
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,4h,Bona,18 µg/m³,5h,Regular,42 µg/m³,23/06/2018 5:00,1529723105
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,5h,Bona,17 µg/m³,NA,NA,NA,23/06/2018 6:00,1529726702
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,5h,Buena,50 µg/m³,5h,Bona,38 µg/m³,5h,Regular,45 µg/m³,23/06/2018 6:00,1529726702
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,5h,Buena,60 µg/m³,5h,Bona,28 µg/m³,6h,Regular,37 µg/m³,23/06/2018 6:00,1529726702
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,5h,Buena,35 µg/m³,5h,Bona,26 µg/m³,NA,NA,NA,23/06/2018 6:00,1529726702
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,5h,Buena,39 µg/m³,5h,Bona,26 µg/m³,5h,Buena,27 µg/m³,23/06/2018 6:00,1529726702
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,5h,Buena,15 µg/m³,5h,Bona,39 µg/m³,5h,Buena,27 µg/m³,23/06/2018 6:00,1529726702
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,5h,Bona,19 µg/m³,5h,Regular,41 µg/m³,23/06/2018 6:00,1529726702
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,6h,Bona,26 µg/m³,NA,NA,NA,23/06/2018 7:00,1529730305
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,6h,Buena,39 µg/m³,6h,Bona,46 µg/m³,7h,Regular,45 µg/m³,23/06/2018 7:00,1529730305
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,6h,Buena,51 µg/m³,6h,Bona,32 µg/m³,7h,Regular,37 µg/m³,23/06/2018 7:00,1529730305
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,6h,Buena,31 µg/m³,6h,Bona,30 µg/m³,NA,NA,NA,23/06/2018 7:00,1529730305
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,6h,Buena,23 µg/m³,6h,Bona,31 µg/m³,7h,Buena,27 µg/m³,23/06/2018 7:00,1529730305
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,6h,Buena,10 µg/m³,6h,Bona,30 µg/m³,7h,Buena,28 µg/m³,23/06/2018 7:00,1529730305
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,6h,Bona,28 µg/m³,7h,Regular,42 µg/m³,23/06/2018 7:00,1529730305
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,7h,Bona,46 µg/m³,NA,NA,NA,23/06/2018 8:00,1529733902
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,7h,Buena,33 µg/m³,7h,Bona,53 µg/m³,7h,Regular,44 µg/m³,23/06/2018 8:00,1529733902
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,7h,Buena,41 µg/m³,7h,Bona,37 µg/m³,7h,Buena,36 µg/m³,23/06/2018 8:00,1529733902
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,7h,Buena,31 µg/m³,7h,Bona,24 µg/m³,NA,NA,NA,23/06/2018 8:00,1529733902
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,7h,Buena,16 µg/m³,7h,Bona,40 µg/m³,7h,Buena,27 µg/m³,23/06/2018 8:00,1529733902
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,7h,Buena,5 µg/m³,7h,Bona,35 µg/m³,7h,Buena,28 µg/m³,23/06/2018 8:00,1529733902
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,7h,Bona,39 µg/m³,7h,Regular,41 µg/m³,23/06/2018 8:00,1529733902
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,8h,Bona,30 µg/m³,NA,NA,NA,23/06/2018 9:00,1529737505
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,8h,Buena,37 µg/m³,8h,Bona,49 µg/m³,9h,Regular,42 µg/m³,23/06/2018 9:00,1529737505
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,8h,Buena,44 µg/m³,8h,Bona,34 µg/m³,9h,Buena,34 µg/m³,23/06/2018 9:00,1529737505
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,8h,Buena,32 µg/m³,8h,Bona,25 µg/m³,NA,NA,NA,23/06/2018 9:00,1529737505
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,8h,Buena,38 µg/m³,8h,Bona,30 µg/m³,9h,Buena,26 µg/m³,23/06/2018 9:00,1529737505
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,8h,Buena,19 µg/m³,8h,Bona,40 µg/m³,9h,Buena,27 µg/m³,23/06/2018 9:00,1529737505
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,8h,Bona,34 µg/m³,9h,Regular,38 µg/m³,23/06/2018 9:00,1529737505
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,9h,Bona,27 µg/m³,NA,NA,NA,23/06/2018 10:00,1529741102
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,9h,Buena,59 µg/m³,9h,Bona,34 µg/m³,9h,Regular,41 µg/m³,23/06/2018 10:00,1529741102
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,9h,Buena,72 µg/m³,9h,Bona,23 µg/m³,9h,Buena,33 µg/m³,23/06/2018 10:00,1529741102
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,9h,Buena,63 µg/m³,9h,Bona,19 µg/m³,NA,NA,NA,23/06/2018 10:00,1529741102
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,9h,Buena,69 µg/m³,9h,Bona,14 µg/m³,9h,Buena,26 µg/m³,23/06/2018 10:00,1529741102
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,9h,Buena,60 µg/m³,9h,Bona,21 µg/m³,9h,Buena,26 µg/m³,23/06/2018 10:00,1529741102
Sant Martí,Spain,Sant Martí District,241181.0,Regular,I2,01,08019004,2.2045,41.4039,NA,NA,NA,9h,Bona,16 µg/m³,9h,Regular,38 µg/m³,23/06/2018 10:00,1529741102
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,10h,Bona,26 µg/m³,NA,NA,NA,23/06/2018 11:00,1529744705
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,10h,Buena,57 µg/m³,10h,Bona,29 µg/m³,11h,Buena,36 µg/m³,23/06/2018 11:00,1529744705
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,10h,Buena,66 µg/m³,10h,Bona,22 µg/m³,11h,Buena,29 µg/m³,23/06/2018 11:00,1529744705
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,10h,Buena,68 µg/m³,10h,Bona,13 µg/m³,NA,NA,NA,23/06/2018 11:00,1529744705
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,10h,Buena,65 µg/m³,10h,Bona,10 µg/m³,11h,Buena,25 µg/m³,23/06/2018 11:00,1529744705
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,10h,Buena,60 µg/m³,10h,Bona,20 µg/m³,11h,Buena,22 µg/m³,23/06/2018 11:00,1529744705
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,10h,Bona,16 µg/m³,11h,Buena,35 µg/m³,23/06/2018 11:00,1529744705
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,11h,Bona,13 µg/m³,NA,NA,NA,23/06/2018 12:00,1529748302
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,11h,Buena,53 µg/m³,11h,Bona,40 µg/m³,11h,Buena,35 µg/m³,23/06/2018 12:00,1529748302
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,11h,Buena,64 µg/m³,11h,Bona,26 µg/m³,11h,Buena,28 µg/m³,23/06/2018 12:00,1529748302
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,70 µg/m³,11h,Bona,13 µg/m³,NA,NA,NA,23/06/2018 12:00,1529748302
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,11h,Buena,68 µg/m³,11h,Bona,10 µg/m³,11h,Buena,25 µg/m³,23/06/2018 12:00,1529748302
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,11h,Buena,66 µg/m³,11h,Bona,16 µg/m³,11h,Buena,22 µg/m³,23/06/2018 12:00,1529748302
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,11h,Bona,12 µg/m³,11h,Buena,34 µg/m³,23/06/2018 12:00,1529748302
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,12h,Bona,24 µg/m³,NA,NA,NA,23/06/2018 13:00,1529751903
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,12h,Buena,59 µg/m³,12h,Bona,42 µg/m³,12h,Buena,34 µg/m³,23/06/2018 13:00,1529751903
